timestamp,machine_id,operator_id,task_id,engine_hours,fuel_used_l,load_cycles,idling_time_min,seatbelt_status,proximity_alert,weather_condition,ground_condition,is_golden
2024-09-04 08:00:00,EXC001,OP1002,TSK494,1157.1802689414012,31.848790223105528,26,5,unfastened,True,rain,wet,False
2024-09-09 08:00:00,EXC001,OP1002,TSK410,1146.2038256289416,49.273718089405456,78,30,fastened,False,rain,wet,False
2024-09-14 08:00:00,EXC001,OP1001,TSK428,1178.6252773196215,16.09190296267117,40,45,unfastened,False,clear,wet,False
2024-09-26 08:00:00,EXC001,OP1002,TSK315,1103.6804296915957,15.356380265802354,13,10,fastened,True,clear,dry,False
2024-09-08 08:00:00,EXC001,OP1002,TSK715,1193.9496965794847,62.908981632979334,48,45,fastened,True,rain,wet,False
2024-09-16 08:00:00,EXC001,OP1002,TSK808,1042.9738442896416,79.53338978439952,26,0,fastened,True,fog,dry,False
2024-09-08 08:00:00,EXC001,OP1001,TSK203,1141.6010564809321,13.604096171843338,10,5,fastened,True,fog,muddy,False
2024-09-03 08:00:00,EXC001,OP1001,TSK745,1059.1897328968205,20.70028867729844,75,5,fastened,False,rain,dry,False
2024-09-24 08:00:00,EXC001,OP1001,TSK319,1199.5998684199026,92.03504446190254,78,0,fastened,True,rain,dry,False
2024-09-17 08:00:00,EXC001,OP1001,TSK354,1098.0054035892285,11.859649190401583,25,5,unfastened,True,rain,dry,False
2024-09-30 08:00:00,EXC001,OP1001,TSK304,1041.2861836377397,46.84914738380196,82,10,fastened,True,fog,wet,False
2024-09-29 08:00:00,EXC001,OP1002,TSK583,1162.6849012842551,80.23667257796177,83,0,unfastened,False,clear,wet,False
2024-09-05 08:00:00,EXC001,OP1002,TSK216,1022.3433526597372,63.86736130695455,36,30,unfastened,True,rain,muddy,False
2024-09-07 08:00:00,EXC001,OP1002,TSK727,1004.7083062569183,70.07027253090001,56,5,unfastened,True,rain,muddy,False
2024-09-06 08:00:00,EXC001,OP1002,TSK218,1019.1623921675036,74.87017011611428,90,45,unfastened,True,clear,wet,False
2024-09-02 08:00:00,EXC001,OP1002,TSK949,1012.5191487539064,25.932702442203492,64,5,fastened,True,clear,dry,False
